 DÉCADA 1990-1999,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-11-179,Paula Rego: Manifest für eine verlorene sache,,"Paula  Rego (pintora portuguesa de Manifiesto de una cosa perdida),  Victor Rilling (pintor), Jean de Buffet (pintor), ",Potugal: Lisboa: Mueso Calouste Gulbenkian,1935 (nace Paula Rego). 1965 (año en que Rego pinta Manifiesto…). ,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-180,Eugene Jansson: Sunrise over the rooftops,,"Eugene Jansson (pintor sueco de Amaneceer sobre los tejados), ",Suecia: Estocolmo: Museo Nacional de Estocolmo,1903 (pinta Amanecer sobre los tejados). 1862 (nace Jansson).  1915 (muere Jansson). ,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-181,Anders Zorn: Our daily bread,,"Anders Zorn (pintor de Nuestro pan de cada día), ",Suecia: Estocolmo: Museo Nacional de Estocolmo. Mora. ,1886 (Zorn pinta nuestro pan de cada día).  1860 (nace Zorn). ,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-182,Pieter Bruegel: The Triumph of death,,"Pieter Bruegel (pintor flamenco  de El trinfo de la muerte), ",España: Madrid Museo del Prado,1562 (Bruegel pinta El triunfo de la muerte). ,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-183,Yves Klein: Blue Harmony,,"Yves Klein (pintor francés  de Armonía azul), Caspar David Friedrich (pintor de Monje junto al mar), ",Holanda: amsterdam: Stedellik Museum,,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-184,Mikhail Vrubel: Six-Winged Seraph,,"Mikhail Vrubel (pintor ruso de El serafín de seis alas),  Alexander Blok (poeta ruso), Nadezhda (esposa de Vrubel), ",Rusia: The State Russian Museum St. Petersburg,1904 (Vrubel pintó El serafin de seis alas). 1900 (Vrubel pinta La princesa de la nieve). ,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-185,Marc Chagal: Promenade,,"Marc Chagall (pintor uso de El paseo), ",Rusia: The State Russian Museum St. Petersburg,,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-186,Liubor Popova: Portrait of philosopher,,"Luibor Popova (pintora rusa de Retrato de un filósofo), Kasimir Malevich ( (pintor), ",Rusia: The State Russian Museum St. Petersburg,1924 (muere Liubor Popova). 1915 (Popova pinta Retrato de un filósofo). 1915 (Popova pinta Violín). ,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-187,Mikhail Nesterov: The taking of the veil,,"Mikhail Nesterov (pintor ruso de La toma del velo), ",Rusia: The State Russian Museum St. Petersburg,1897 (Nesterov pintó La toma del velo). 1889 (Nesterov pintó El ermitaño).     1928 (Nesterov pintó El músico ciego). ,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-188,Diego Velázquez: Las Meninas,"En este corto se analiza la obra titulada ""Las Meninas"", que el pintor español Diego Velázquez realizara en 1656; esta pintura forma parte de la colección permanente del Museo del Prado de Madrid.http://www.worldcat.org/title/meninas/oclc/651291661","Diego Velázquez (pintor español de Las meninas, pintor de la corte de Felipe IV de España), ",España: Madrid,1656 (Velazquez pinta La Meninas). ,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-189,Parque Patricios,,"Pablo Calderaro, Enrique García, Jorge Sefarati, Daniel Brunet, Analía Scoflano, ",Argentina: Ciudad Autónoma de Buenos Aires: barrio Parques Patricios,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-190,La Boca,,"Rubén Rodriguez, Jorge López, Puchy, Facundo Carman",Argentina: Ciudad Autónoma de Buenos Aires: barrio La Boca,"1870, 1999",Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-191,El abasto,,"Virgilio Méndez, Miguel Germino, Ricardo Ortelli,  Carlos Gardel",Argentina: Ciudad Autónoma de Buenos Aires: barrio El Abasto,"1927, 1934, 15 de octubre de 1984, 10 de noviembre de 1998,  1999",Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-192,La gaveuse,,,Francia,1990,Pelicula documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-193,La romancière,,Béatrix Beck,Francia,1990,Pelicula documental,,"Testimonio videoral, fotografías","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-194,La roulotteuse,,,Francia,1990,Pelicula documental,,"Testimonio videoral, fotografías","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-195,La fleuriste,,,Francia,1990,Pelicula documental,,"Testimonio videoral, fotografías","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-196,La cordonniére,,,Francia,1990,Pelicula documental,,"Testimonio videoral, fotografías","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-197,La marchande de journaux,,,Francia,1990,Pelicula documental,,"Testimonio videoral, fotografías","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-198,L´opticienne,,,Francia,1990,Pelicula documental,,"Testimonio videoral, fotografías","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-199,La souffleuse de verre,,,Francia,1990,Pelicula documental,,"Testimonio videoral, fotografías","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-200,L´illusionniste,,,Francia,1990,Pelicula documental,,"Testimonio videoral, fotografías","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-201,L´accordeuse de piano,,,Francia,1990,Pelicula documental,,"Testimonio videoral, fotografías","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-202,La corsetière,,,Francia,1990,Pelicula documental,,"Testimonio videoral, fotografías","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-203,L´archetière,,Nelly Poidevin,Francia,1990,Pelicula documental,,"Testimonio videoral, fotografías","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-204,Parier et travailler,,,Francia,1990,Pelicula documental,,"Testimonio videoral, fotografías","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-205,"Tato Bores, actor comico de la nación","Documental en 2 capítulos de 45 minutos cada uno sobre la figura de Tato Bores, desde sus inicios hasta la actualidad. El video narra la historia de nuestro país desde 1955 tamizada por la particular visión del gran cómico, que cuenta los principales hitos políticos y sociales de nuestro pueblo. Paralelamente se muestra al público de que manera se produjeron los diferentes ciclos en lo referente a los aspectos de la dirección, producción, trabajo de los actores y del personaje de Tato a lo largo del tiempo. Con la participación de Alejandro Borensztein, Roberto Carnaghi, China Zorrilla, Víctor Stella, Emilio Cartoy Díaz, Santiago Varela, Horacio González y Alberto Quevedo. http://www.taringa.net/posts/videos/1436032/Documental-Tato-Bores---Actor-Comico-de-la-Nacion---On-Lin.html","Tato Bores, Raúl Alfonsín, Víctor Stella, Alejandro Borensztein, Roberto Carnaghi, Santiago Varela, China Zorrilla, Carlos Menem, ",Argentina: Buenos Aires,"10 de diciembre de 1983, junio de 1985, abril de 1987, 1962, 1980, 1991, 1992, 1984, 1985, 1986, 1987, 1990, 1991, junio, 8 de julio  de 1989, 30 diciembre de 1990, 1992, 1993 ",Película documental,,"Registros fílmicos, fotografías, programa de TV, hemerografía","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-206," Tikal Guatemala, C.","El Instituto Nacional de antropología e Historia de México, con esta extraordinaria colección de diez volúmenes, presenta treinta y cinco de los principales sitios en donde se desarrollaron la ciilización y la cultura maya. Su grandiosidad y esplendor nos son mostrados con la guía de los arqueólogos especializados en cada uno de estos asentamientos. ",,Guatemala: Tikal,,Documental,,"Registros fílmicos, fotografías, programa de TV, hemerografía","Narración en off, conducción, animación, incidentales",,35 mm,
MXIM-AV-1-11-207,"Ernesto Che Guevara, hombre, compañero, amigo…","Ernesto Che guevara vive en la imaginación colectiva, en la leyenda de algunos países latinoamericanos, en la esperanza de liberación de los pueblos del mundo. Vive también en la gráfica y en la literatura. Más bien, con el paso de los años, su presencia parece además renacer. Un fenómeno humano, político y existencial único en la historia de éste, nuestro siglo. Sobre todo porque es espontáneo, no dirigido por agún poder más o menos oficial.  Esto hace que el Che, a través de los rasgos más caraterísticos de su humanismo revolucionario, nos hable aún a cada uno de nosotros, pero sobre todo a los jóvenes. A todos, su figura emblemática envía un mensaje de esperanza y un llamado a comprometernos en aras de un futuro diferente. aventajado con respecto a los libros, el instrumento fílmico logra traducir con mayor inmediatez éstas características del mensaje de liberación guevariano. Y ésta vez lo hace en grande, gracias al hecho de que a disposición de la Erre-emme y de la Editora Abril ha sido puesto  todo lo que existe en Cuba en cuanto a imágenes sobre el Che: documentales televisivos, fotos de archivo, materiales fílmicos de diversa índole hasta hoy inéditos. Ha nacido así un film <<histótico>>, en el verdadero sentido del térino, en el que muchos reencontrarán `pasajes significativos de su propia juventud y otros, sobradas razones para continuar sintiéndose jóvenes. Otra cuestión digna de ser tenida en cuenta sería la panorámica musical latinoamericana y mundial que ofrece este film, además de otrsa varias sorpresas que le esperan al espectador...",,,,,,"Registros fílmicos, fotografías, programa de TV, hemerografía","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-208,Metal y melancolía,,,,,,,"Registros fílmicos, fotografías, programa de TV, hemerografía","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-209,Un amor natural,,,,,Documental,,"Registros fílmicos, fotografías, programa de TV, hemerografía","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-210,The fall of the Romanov dynasty,,,"Rusia: San Petersburgo, Petrogrado, Moscú",1917,,,"Registros fílmicos, fotografías, programa de TV, hemerografía","Narración en off, conducción, animación, incidentales",,,Bibliografía
MXIM-AV-1-11-211,Asaltar los cielos,,,,,,,,"Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-212,El poder de las imágenes: Leni Riefenstahl,,,,,,,,"Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-213,El poder de las imágenes: Leni Riefenstahl,,,,,,,,"Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-214,Del sueño a la poesía,,,,,,,,"Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-215,Una gota en el mar,,,,,,,,"Narración en off, conducción, animación, incidentales",35 mm,,
MXIM-AV-1-11-216,Sistema Radio Venceremos,"Corto documental de 00:07:45 minutos, en este corto documental se muestran los sucesos acontecidos el día 10 de mayo de 1989 en Panamá a causa del llamado “fraude electoral”, en el que se muestra un enfrentamiento entre el “Batallón dignidad” contra Guillermo Ford. (Sinopsis realizada por Elisa Espinosa)","Carlos Andrés Pérez Rodríguez, político venezolano perteneciente al partido Acción Democrática, que ejerció el cargo de Presidente de la República en dos periodos (1974-1979 y 1989-1993); Jimmy Carter , ""Batallon dignidad"", Movimiento popular patriotico FMLN-FDR , Vicepresidentes Guillermo Ford y Ricardo Arias Calderón, seguidores del PDC","Venezuela, Panamá",10 de mayo de 1989 ,,,"Registros fílmicos, fotografías, programa de TV, hemerografía","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-217,Chocalheiro Bemposta,"Las partes de mayordomo, nombrados en su momento (fiestas de San Pedro, el santo patrón del pueblo), abre las puertas de su casa, donde todo el proceso se desarrolla. Las partes interesadas a través de personas de su confianza, o incluso propias, van durante la noche y hasta medianoche para hacer sus ""demandas"" (acto de la subasta el hecho de que Chocalheiro) con el fin de mantener en secreto la identidad el ganador. Por lo tanto cumple con la tradición, el 26 de diciembre, chocalheiro el ""manso"" y 1 de enero ""Bravo"", invirtiendo todos los ingresos recaudados por chocalheiro por el puebo y Lamoso, en nombre de Nuestra Señora de la Nieves y el Niño Jesús, repectivamente. El 26 de diciembre el ""manso"" Chocalheiro en compañía de administradores y conducido por uno de ellos, reciben limosnas, y que nadie se niega a dar las gracias con un arco, no pueden hablar para no ser reconocido. Anteriormente no todos tenían dinero disponible, la mayoría dio lo que era mejor para su apoyo: Rebanadas de pan, carnes ahumadas, frutas (naranjas), huevos, etc, recoge en dos cestas barreleiros. Fuente http://www.bemposta.net/chocalheiro.htm",,,,,,,,,,
