 DÉCADA 2000-2009,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-12-170,Super size me,"En el documental el realizador Spurlock experimenta como es alimentarse con comida rápida de McDonald's durante 30 dias. El experimento tiene asombrosos y negativos efectos para el protagonista, ya que en un mes sube 11 kilos de peso, siente fatiga continua y tiene la necesidad de seguir comiendo, echa a perder su hígado, los niveles de colesterol en su sangre aumentan en forma impresionante, y disminuye su vida sexual en una forma considerable.Este documental es una abierta crítica a la comida rápida o Fast-Food, y sobre todo a sus versiones ""super size"" o ""super combo"", las que curiosamente Mc Donalds saca de circulación días después del estreno de la película.",,,,Documental,,,,,VHS,
MXIM-AV-1-12-171,Teletiranía: la dictadura de la televisión en México,"Teletiranía. La dictadira de la televisión en México, quincuagésimo primer documental de canalseisdejulio, está basado en una exhaustiva investigación, crítica con humor corrosivo los contenidos y las conductas públicas de los concesionarios de este medio que reclaman para si el poder total. La crítica incluye a una clase política que atemorizada se somete, y hace posible que se someta a los ciudadanos la telecracia, ese imperio de lo banal que amablemente se impone a través de la pantalla chica a una sociedad desinformada y conformista. Teletiranía es un documental indispensable para entender el papel de la televsión en la fallidaq transición a la democracia en México, que cuenta con las calificadas opiniones del periodista Jenaro Villamil, los senadores Javier Corral y Manuel Barttlet y el magistrado del Tribunal Electoral del D.F. Pedro Rivas.","Joseph Ignace Guillotin (médico francés, siglos XVIII-XIX), Javier Corral (senador de la república, PAN), Jenaro Villamil (periodista), Cuautémoca Cárdenas (jefe de gobierno DF), Javier Alatorre, Jorge Garralda, Jorge Gil, Ricardo Salinas Pliego (presidente de Televisión Azteca),  amado CArrillo Fuentes (narcotraficante), Jacobo Zabludovsky (periodista),  Agustín Barrios Gómez (periodista), Lucio Cabañas (guerrillero),  Rosario Ibarra de Piedra (Comité EUREKA), Subcomandante Marcos (EZLN),  Lolita ayala (periodista), Ernesto Zedillo (presidente de México, 1994-2000), Carlos SAlinas de Gortari (presidente de México, 1988-1994), Herberto Castillo, Bernardo Gómez (vicepresidente de Televisa, 2002), Vicente Fox (presidente de México, 2000-2006), Manuel Bartlett (senador de la República, PRI), Eduardo Martínez B. (diputado local de San Luis Potosí), Emilio Azcárraga J. (presidente de Televisa), Alberto Fujimori (candidato a la presidencia del Perú), Laura Bosso, Andrés Manuel López Obrador, Magistrado Pedro Rivas (Tribunal Electoral del Distrito Federal), Rosario Robles (presidenta del PRD),  Víctor Trujillo, Berbardo Gómez, Joaquín López Dóriga (periodista), Miguel Alemán (presidente de México), Emilio Azcárraga Vidaurreta (empresario radiodifusor), Miguel Alemán Velasco (hijo del presidente Miguel alemán), Raúl Salinas de Gortari (hermano de CArlos SAlinas), Fernando Gómez-Mont (abogado Canal 40), Emilio Azcárra Jean (TELEVISA),  Lorenzo ZAmbrano (TELEVISA), María Asunsión Aramburu Zavala (Televisa), Roberto Hernández (Televisa), Carlos Slim Domi (Televisa), Pedro Aspe (Televisa), ","México: Ciudad de México: Cerro del Chiquihuite, Tláhuac. Chiapas, Tamaulipas, San Luis Potosí. Francia. Venezuela: Caracas. ","1789 (invento de guillotina), 11 abril de 2002 (tentativa de golpe de Estado  a Hugo Chávez), 1999 (asesinato de Francisco Stanley),  1968, 10 de junio de 1971 (halconazo), 1994 (levantamiento armando EZLN), 1999-2000 (huelga UNAM), 1988 (fraude electoral), 2004 (videoescándalos),  1950 (se estrena la televisión), 1993 (privatizó la televisión esttal Imevisión), 2004 ",Documental,,"Pinturas, testimonios videorales, documentos, hemerografía, noticieros fílmicos, publicidad, programas de TV, ficción, entrevistas, grabación de campo, fotografías, registros fílmicos","Intertítulos, narración en off, conducción, animación, musicalización",,,Avance Digna. Avance Foxilandia.  Avance Tlatelolco. Avance Zapatistas. El Marranero. Entrevista Jenaro Villamil. Entrevista Magistrado Rivas. Entrevista Senador Bartlett. Entrevista senador Corral. Recomendaciones. Ideas sueltas. 
MXIM-AV-1-12-172,"Tenderloin stories: Youth-produced Videos, 1989-2004","Vietnamese Youth Development Center. Located in the heart of San Francisco, the Tenderloin District is home to 12, 000 refugees and inmigrants from Vietnam, Cambodia, and Laos. Povverty, linguistic and cultural isolation, a lack of access to resources, and environmental stress place these youth at high risk for delinquency and gang activity. In 1989, VYDC developed a Media Lab as a strategy to help Tenderloin youth think in new ways and interact with a larger world that reaches beyond  the six square blocks of their neighborhood. Today, the Lab uses digital cameras and computer-based aditing programs to give Southeast Asian youth the language of techbology and prepare them to participate in this culture.  The VYDC Digital Media Lab is headed by Spencer Nakasako, one of the Bay Area´s most highly regarded independent filmmakers. Nakasako is best known for producing ""a.k.a. Don Bonus"", a documentary taht won a National Emmy Award for Outstanding Informal or Cultural Programming. Widely studied as a national modelm the Media Lab has been profiled on The PBS NewsHour and publiched as a case styudy by the National Alliance for Media Arts and Culture.  Tenderloin Stories: Youth-Produced Videos present 16 our best videos, from a decade and a half of VYDC workshops. ",,,,Documental,,,,,,"Video synopses, Where are they now?, Spencer´s workshops, Media Lab history."
MXIM-AV-1-12-173,The Andean Legacy.,"This documentary describes an ancient practice of the Andean cultures where by Wiracocha, the most important religious entity in the pre-hispanic world, command that an apprentice be found to pass on the knowledge in a secret legacy wich ensures the eternal continuation of their beliefs.","Mario (aprendiz de chamán), ",Perú: Cuzco,,Documental,,"Testimonios orales, grabación de campo","Intertítulos, narración en off, conducción, musicalización, animación",,,
MXIM-AV-1-12-174,The Dance of the Stag.,"This documentary describes  the origins of an ancient dance belonging to the Mexican Mayo-Yoremem culture. Located between the States of Sinaloa and Sonora, the Mayo-Yoremen still maintain traditions such as the ""Cantores"" which were nomad singers and composer who derived their inspiration from daily life, the arid surroundings and the animal which lived in them. They had a particular interest in the stag, which was considered sacred. the stag was belived to have begat man, which is why they decided to imitate his movements, gestures, gallantry and beauty.",,"México: Sonora, Sinaloa.",,Documental,,"Testimonios orales, grabación de campo","Musicalización, narración en off, conducción",,,
MXIM-AV-1-12-175,Day of the Dead.,This documentary features the Day of the Dead celebration in guatemala. This captivating tradition brings us in touch with the very essence of this culture and their beliefs. They believe in the return of their souls through material objects and personal belongings. they inherit this tradition from the Mayan culture which is still present in central América. ,,"Guatemala: Solola, Chichicastenango",,Documental,,"Testimonios orales, grabación de campo","Narración en off, musicalización, conducción",,,
MXIM-AV-1-12-176,The Oruro Carnaval.,"This documentary shows the difference between the pagan indigenous harvest celebration known as Anata and the  celebration of the Catholic Carnival of Oruro which has been declared ""Oral and Intangible Master of humanity"" by UNESCO. The musical and multocoloured Catholic traditon pushes the indigenous ancestral tradition aside. The indigenous people in turn fight back to maintain their own tradition.","Irineo Zuna (Federación Campesino),  Dr. Alberto Guerra (escritor), Edgar Sández (participante del carnaval), Ascanio Nava (Asociación Folkclore),  ",Bolivia: Oruro,"18 de mayo del 2001 (Carnaval de Oruro declarado como patrimonio de la huamnidd por  la UNESCO), 1904-1945 (organización Carnaval)",Documental,,"Grabación de campo, testimonios orales, testimonios videorales, entrevistas","Intertítulos, musicalización, narración en off, conducción",,,
MXIM-AV-1-12-177,Huicholes (Ancestral mythology of a people),"This is a culture which, due to its isolation during the colonial period, maintains its ancestral myths and beliefs intact. The Huichol people are certain that as long as these beliefs are reinforced, their world will continue to exist. This world acquirrrres much of its knowledge from visions, understood by the world of their ancestors but which are linked even now into their daily lives. ",,"México: Nayarit: San Blas. Jalisco: Cerro del Alacrán, Tuxpan de Bolaños, Tierra Blanca, San Andrés Cohamiata",,Documental,,"Testimonios orales, grabación de campo","Animación, musicalización, conducción",,,
MXIM-AV-1-12-178,"Rarámuri, religious celebrations","This documentary gives a faithful narration of the religious  celebrations of the Raramuri or Tarahumares, one of the purest ethnic  civilisations in the whole of the American continent. Their festivals and celebrations with Kampora drums and flutes  fuse with deep reverence. Their Christian celebrations and homage express their piety.",,México: Chiuahua; Sierra Tarahumara: Norogachi,,Documental,,"Testimonios orales, grabación de campo","Musicalización, narración en off, conducción",,,
MXIM-AV-1-12-179,Refugee,"For Mike Siv, the trip begins innocently enough… ""Me and my homies, David and Paul, we´re going to Cambodia. We´ll see the sights, visit family, have some fun."" But a simple reunion becomes a journey of self-discovery, maturation and acceptace, against a backdrop of war, broken families, and long separation.","Mike  Siv (aka ""Ah-Doe""), Paul Meas (aka ""Sophal""), David Mark(refugiado), ","Cambodia; Siem Reap, Choeung Ek Killing Fields. Vietnam. Estados Unidos: San Francisco: Tenderloin District.","1975, 1979 ",Documental,,"Grabación de campo, testimonios orales, testimonios videorales, entrevistas","Intertitulos, narración en off, musicalización",,,Director commentary
MXIM-AV-1-12-180,Tlatelolco. Las claves de la masacre,"Este documental reúne la totalidad de los testimonios cinematográficos que se conocen sobre el trágico suceso del 2 de octubre de 1968; identifica a jefes militares y de fuerzas especiales que participaron en los hechos y presenta un claro panorama del complot que marcó un hito en la historia de México. Tlatelolco es la continuación de una persistente búsqueda de las claves que explican la matanza de la Plaza de las Tres Culturas. Destacan en este minucioso trabajo la identificación del esquema represivo puesto en marcha por el gobierno del Presidente Gustavo Díaz Ordaz, a partir del 28 de agosto de ese año; un revelador documento del embajador estadounidense en México, Fulton Freeman, que aporta sólidos indicios acerca de la intervención de Washington en el conflicto, y las sorprendentes evidencias en torno a la actuación de francotiradores desde el edificio sede de la Suprema Corte de Justicia de la Nación. En 1998 canalseisdejulio inició una investigación acerca del operativo militar que provocó la matanza del 2 de octubre del 68 en Tlatelolco. Producto de esa primera aproximación es el documental Batallón Olimpia. Dos años más tarde el mismo equipo produjo Operación Galeana, un video filme que profundizó la indagación sobre el mismo tema. Ahora, en una coproducción con La Jornada, se presenta el documental Tlatelolco, las claves de la masacre, como la conclusión de esta ardua investigación.","Eduardo Cervantes (testigo ), General Crisóforo Masón Pineda (jefe de la Operación Galeana), Vecino de Tlatelolco (testigo), Roberto Flores (Vecin de la colonia Guerrero), Javier Guerrero (militante del Movimiento), Lorenzo Ochoa (militante del movimiento), Francisco Ortiz Pinqueti (reportero), Fidel Ramírez (vecino de Tlatelolco), Leopoldo Valiñas (vecino de Tlatelolco), Alicia Valiñas (vecina de Tlatelolco), Julia Torres (vecina de Tlatelolco), Guillermo Rrivera Torres (asesinado en la Plaza de las Tres Culturas), Gustavo díaz Ordaz (presidente de méxico, 1964-1970), Javier Barros Sierra (rector de la UNAM, 1966-1970), Sócrates Campos Lemus  (miembro del Consejo Nacional de Huelga), Fulton Freeman (embajador de EU en México), Heberto CAstillo (integrante de la Coalisión de Maestros), Héctor Careaga Entrambaguas (subsecretario de Defensa, jefe del Batallón Olimpia),  General Masón Pineda, Rosa Martha Solís (vecina de Tlatelolco), Carlos Humberto Bermúdez Dávila (parte del Estado Mayor Presidencial de Gustvo díaz Ordaz), Francisco Rodríguez Villareal  ( teniente del 1er Batallón de Infantería de guardias presidenciales), Fernando Gutierrez Barrios (jefe de la dirección federal de seguridad), Miguel Nazar Haro (Dirección Federal de Seguridad), Héctor García Rey (comisario de la policia federal de Argentina), Winston Scott (jefe de la CIA), Adolfo López Mateos (presidente de México, 1958-1964), Marcelino García Barragán (secretario de la defensa de Gustavo Díaz Ordaz), Luis Gutiérrez Oropeza (jefe del Estado Mayor Presidencia de Díaz Ordaz),  Mario Ballesteros Prieto (Jefe del Estado Mayor de la Secretaría de la Defensa Nacional),  Fernando Gutierrez Barrios,  Luis Echevería (secretario de gobernación, 1964-1970 / Presidente de México, 1970-1976). ",México: Ciudad de México: Tlatelolco: Plaza de las Tres Culturas. Ciudad Universitaria: Facultad de Filosofía y Letras: Auditorio Che Guevara. Instituto Politécnico Nacional: Casco de Santo Tomás.  Campo Militar No. 1. Argentina.,"2 de octubre 1968 (masacre en Tlatelolco), 3 de octubre 1968, 4 de octubre  1968 (entierro de muertos de Tlatelolco), 9 de octubre de 1968 (militares se retiran de Tlatelolco), 22 de julio de 1968 (pelea entre preparatoria y vocacional), 1971 (Halconazo),  12 de octubre de 1968 (inicio de Juegos Olímpicos en México), 1o de septiembre 1969 (informe de gobierno de Díaz Ordaz), 1976 (entrevista a Gustavo Díaz Ordaz), 1o de agosto de 1968 (Javier Barros Sierra encabeza manifestación), 27-28 de agosto (manifestación en el zócalo), 31 agosto (estudiantes del polítecnico son agredidos), 1o septiembre 1968 (IV informe Presidencial), 18 de septiembre 1968 (ejército ocupa CU), 23 septiembre (ejército toma el Casco de Santo Tomás), 21 de septiembre (ataque de la preparatoria 9)",Documental,Histórico,"Testimonios videorales, grabación de campo, cartografía, registros fílmicos, documentos, hemerografía, dibujos, fotografías, entrevistas",Animación,,,"Avances, Mapa, Fotogalería, Carlos Montemayor, Camarógrafo"
